Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases,Phone Number,Transaction ID
1076,57,1,22,0,50,24,0,9,2,4.9,0,3,3,1,1,32,3,1,7194836142,81
1077,33,1,4,3,72,33,0,4,1,2.9,0,0,4,1,1,47,5,1,169800041,2284
1078,58,1,10,3,28,47,1,16,3,3.7,0,1,4,1,1,5,4,5,8830245365,3471
1079,37,1,23,1,59,2,1,19,0,4.4,0,1,1,1,1,49,2,3,8729903906,2156
1081,65,1,15,0,59,37,0,2,0,3.8,0,0,1,1,1,22,1,2,8450745249,1385
1082,62,1,1,0,30,11,3,3,1,4.5,0,1,4,1,1,45,2,0,411722099,7
1083,54,1,8,0,85,39,3,5,3,2.6,0,4,3,1,1,30,5,5,4072917686,1737
1084,35,1,0,0,97,46,0,20,2,3.3,0,2,5,1,1,43,1,6,2221614771,2929
1085,34,1,24,1,36,3,2,17,0,4.1,0,2,3,1,1,48,1,5,8923140126,1776
1086,25,1,12,0,85,43,1,21,3,3.0,0,4,5,1,1,23,5,3,3069922755,1838
1087,53,1,22,0,62,1,1,13,3,3.0,0,4,2,1,1,27,4,1,3508719085,3780
1088,45,1,11,1,71,47,2,23,3,3.4,0,4,3,1,1,7,0,4,1965151912,2580
1089,49,1,13,1,21,17,1,21,3,2.7,0,0,2,1,1,2,4,6,968749614,2444
1090,40,1,0,0,61,2,1,19,1,3.8,0,3,3,1,1,33,4,1,1300649428,1190
1091,38,1,15,0,58,6,1,22,1,4.2,0,0,5,1,1,27,1,3,4867550710,2641
1092,44,1,23,1,80,32,0,10,1,4.7,0,1,5,1,1,6,2,3,869392511,331
1093,68,1,12,0,50,40,0,11,1,4.1,0,2,0,1,1,20,5,5,5655637140,2705
1094,60,1,20,2,48,7,2,9,3,4.2,0,4,0,1,1,46,5,2,319942041,3080
1095,25,1,12,0,40,6,1,1,3,4.8,0,2,3,1,1,25,1,5,293321805,1252
1096,19,1,4,3,34,41,2,15,2,3.0,0,3,2,1,1,30,0,5,8759121271,693
1097,57,1,4,3,46,28,2,0,0,2.6,0,2,4,1,1,48,2,0,9652144804,3715
1098,58,1,22,0,27,44,1,1,2,3.2,0,5,5,1,1,47,0,6,1700313593,1997
1099,49,1,7,0,98,11,2,21,1,3.6,0,4,3,1,1,27,2,6,240269575,1856
1100,19,1,23,1,73,32,1,15,0,2.6,0,1,3,1,1,45,0,3,3361162605,2325
1101,50,1,13,1,28,27,0,6,1,4.4,0,3,1,1,1,2,2,6,9034273507,1353
1102,30,1,6,0,76,7,3,19,0,3.0,0,1,2,1,1,39,1,3,6446046742,555
1103,52,1,23,1,83,42,1,15,0,2.9,0,2,1,1,1,24,1,3,9163628953,1046
1104,35,1,9,1,23,41,2,4,1,4.3,0,3,2,1,1,8,3,1,5542736942,545
1105,35,1,8,0,28,7,1,0,0,3.1,0,0,1,1,1,8,0,5,9790674414,3670
1106,33,1,24,1,83,20,2,13,1,3.0,0,2,3,1,1,6,5,2,4679452554,480
1107,52,1,19,1,96,22,0,22,3,3.6,0,2,5,1,1,12,5,3,5518632931,512
1108,69,1,20,2,62,42,1,15,0,2.8,0,5,5,1,1,26,0,6,2724208411,1444
1109,27,1,18,1,25,26,1,20,0,2.8,0,5,4,1,1,50,1,3,2747044617,1524
1110,66,1,9,1,97,35,0,22,3,4.9,0,3,3,1,1,2,5,6,6551683897,2915
1111,28,1,9,1,61,42,0,5,0,3.0,0,3,4,1,1,31,1,1,7363017283,3195
1112,22,1,17,2,66,31,2,13,2,4.1,0,0,3,1,1,4,2,1,226741663,2232
1113,69,1,9,1,67,46,3,16,1,4.6,0,2,2,1,1,32,4,5,7631726482,2257
1114,28,1,22,0,80,19,1,17,2,4.8,0,1,3,1,1,11,4,1,6059151008,1714
1115,55,1,19,1,25,28,0,22,0,2.6,0,1,3,1,1,47,0,2,3392187573,2702
1116,30,1,8,0,58,31,2,15,0,4.0,0,0,0,1,1,37,1,6,8900857492,640
1117,67,1,0,0,96,10,1,4,3,4.2,0,5,1,1,1,39,4,3,3510155895,2093
1118,25,1,22,0,77,4,0,10,1,4.5,0,4,5,1,1,24,2,4,2053210898,3284
1119,49,1,1,0,65,13,1,17,2,4.9,0,3,4,1,1,11,4,2,5203038644,2606
1120,34,1,12,0,36,17,1,9,1,3.1,0,5,4,1,1,36,2,6,5425490192,2521
1121,22,1,20,2,84,37,1,11,3,4.0,0,5,3,1,1,40,3,4,5648243389,2564
1122,63,1,24,1,58,8,3,15,0,3.2,0,1,1,1,1,25,1,5,4399401316,3089
1123,70,1,7,0,62,32,2,4,1,4.3,0,4,0,1,1,12,2,0,6939921948,1088
1124,36,1,8,0,67,20,2,17,0,2.5,0,3,5,1,1,38,1,4,8137036104,2061
1125,42,1,23,1,20,14,1,14,1,4.9,0,3,1,1,1,40,1,5,3267733565,3433
1126,27,1,14,2,90,33,1,10,2,2.7,0,3,0,1,1,10,0,6,9620641188,3860
1127,23,1,15,0,58,14,0,0,3,3.4,0,5,4,1,1,47,5,3,5086373676,2049
1128,50,1,16,1,53,7,3,12,1,4.8,0,5,5,1,1,22,3,4,2025407365,2391
1129,56,1,6,0,30,31,0,4,3,4.7,0,4,3,1,1,35,3,4,1694463264,3100
1130,37,1,9,1,65,28,3,23,3,4.7,0,2,1,1,1,46,5,3,6116067410,3669
1131,67,1,12,0,41,16,1,10,2,3.9,0,1,4,1,1,30,4,1,4393123857,2382
1132,67,1,16,1,73,12,1,1,1,3.7,0,2,1,1,1,20,0,4,3463203594,2332
1133,50,1,9,1,98,32,2,20,1,4.3,0,4,5,1,1,25,1,3,5410522749,759
1134,36,1,17,2,36,6,3,11,3,4.1,0,4,0,1,1,29,1,6,2903968104,2556
1135,62,1,24,1,81,48,1,3,2,4.6,0,0,1,1,1,2,5,2,1889384681,1441
1136,65,1,19,1,90,20,0,15,3,3.6,0,4,0,1,1,32,0,5,3364232615,239
1137,23,1,7,0,83,12,2,5,2,4.8,0,3,2,1,1,37,1,4,9725345249,3166
1138,46,1,16,1,91,30,3,16,3,2.8,0,2,0,1,1,16,0,2,6139474582,782
1139,18,1,13,1,36,14,1,17,2,4.7,0,5,1,1,1,32,5,3,1073416836,0
1140,58,1,4,3,53,0,0,17,1,3.9,0,4,4,1,1,42,3,1,4201052497,1685
1141,31,1,11,1,39,19,1,23,3,2.6,0,1,5,1,1,6,2,2,5491694609,896
1142,39,1,6,0,33,34,2,19,3,4.7,0,3,3,1,1,23,4,3,4448218505,3385
1143,69,1,24,1,76,34,0,8,1,3.5,0,1,5,1,1,27,5,1,4099512821,1280
1144,68,1,3,2,23,27,0,20,3,4.4,0,1,4,1,1,43,4,5,2357577649,12
1145,41,1,11,1,54,39,2,9,0,4.4,0,4,0,1,1,25,0,3,6157924659,2491
1146,31,1,20,2,89,27,0,16,2,3.0,0,5,1,1,1,30,1,2,3349805862,591
1147,48,1,20,2,38,48,1,9,2,4.2,0,3,4,1,1,7,0,2,5013487228,2292
1148,59,1,8,0,36,41,3,18,3,4.3,0,4,3,1,1,17,3,0,8186510651,168
1149,34,1,13,1,66,8,1,22,1,2.6,0,0,5,1,1,10,4,3,9011239591,3452
1150,21,1,12,0,42,9,0,5,1,3.3,0,1,5,1,1,40,5,0,444244720,3304
1151,29,1,12,0,36,16,2,18,3,2.7,0,3,3,1,1,50,5,1,4794885203,2008
1152,41,1,2,1,86,34,1,7,1,4.2,0,0,1,1,1,24,2,6,1007506054,1921
1153,62,1,7,0,49,6,1,6,0,4.0,0,1,4,1,1,8,4,2,5830444180,1730
1154,27,1,16,1,41,11,1,16,2,4.0,0,4,2,1,1,6,0,5,5494424813,962
1155,49,1,5,1,82,9,0,5,1,2.9,0,5,0,1,1,44,2,1,5782643577,516
1156,67,1,24,1,53,41,2,18,0,2.6,0,3,1,1,1,47,4,5,4411334253,82
1157,20,1,17,2,21,10,1,6,2,4.8,0,4,1,1,1,6,5,2,4436521293,1672
1158,37,1,1,0,66,19,1,4,0,4.4,0,2,4,1,1,11,1,5,1442467737,3188
1159,69,1,1,0,89,27,0,14,2,4.0,0,5,0,1,1,41,0,0,9276159120,826
1160,66,1,7,0,55,28,0,2,0,3.6,0,3,0,1,1,46,5,2,7112949157,3663
1161,37,1,15,0,42,33,2,2,2,3.2,0,1,3,1,1,9,5,1,1755414248,2118
1162,63,1,18,1,52,35,2,14,0,3.1,0,0,0,1,1,37,4,4,4412810233,580
1163,47,1,14,2,92,32,1,2,3,4.2,0,5,1,1,1,13,4,6,6969988716,2823
1164,26,1,13,1,56,41,0,23,2,3.0,0,2,0,1,1,24,3,4,2817025144,2807
1165,68,1,5,1,96,25,1,8,3,4.2,0,2,4,1,1,47,4,5,2069668539,2343
1166,51,1,24,1,64,48,1,19,3,2.9,0,1,3,1,1,21,5,2,3125269495,1167
1167,48,1,5,1,48,6,2,10,3,3.7,0,1,5,1,1,22,5,3,1815495124,1056
1168,60,1,21,1,83,29,3,0,2,3.6,0,4,2,1,1,16,4,5,1760255004,1307
1169,68,1,15,0,91,23,0,22,2,3.6,0,4,4,1,1,37,3,3,7041086931,786
1171,57,1,19,1,62,12,2,18,1,3.2,0,0,1,1,1,33,1,1,8929478485,1455
1172,41,1,21,1,55,17,1,10,1,3.9,0,0,3,1,1,15,3,0,4598653091,1480
1173,59,1,4,3,68,36,0,15,1,4.6,0,2,5,1,1,42,0,1,5984593235,3236
1174,44,1,12,0,76,40,1,9,3,2.5,0,2,1,1,1,42,1,1,8311819504,1678
1175,42,1,0,0,31,21,1,1,3,4.3,0,1,1,1,1,19,0,1,7398051531,3257
1176,35,1,1,0,81,29,1,0,1,4.1,0,2,5,1,1,26,4,5,3324163489,2408
1177,36,1,5,1,83,36,1,18,3,4.6,0,2,2,1,1,39,4,5,4894460687,1115
1178,54,1,19,1,21,14,1,1,1,4.8,0,1,4,1,1,24,3,4,6762200575,3130
1179,37,1,5,1,22,39,1,20,1,4.9,0,2,1,1,1,23,3,0,4826836078,2763
1180,20,1,24,1,33,13,1,2,2,2.8,0,3,2,1,1,44,0,0,2185471517,3225
1181,23,1,19,1,23,36,2,0,1,4.9,0,1,4,1,1,34,1,4,2157451215,83
1182,61,1,18,1,96,31,0,20,2,3.5,0,1,2,1,1,43,0,5,8216384155,460
1183,37,1,12,0,21,30,1,12,1,3.8,0,3,1,1,1,45,4,5,3168978524,1832
1184,23,1,13,1,39,17,1,24,1,4.5,0,4,0,1,1,4,2,6,3183524786,2576
1185,63,1,1,0,73,39,2,9,0,3.4,0,0,1,1,1,19,2,0,8459293576,690
1186,47,1,11,1,64,18,1,11,1,3.9,0,3,4,1,1,29,2,4,3344595051,670
1187,63,1,11,1,68,13,1,0,2,4.1,0,1,0,1,1,27,2,0,3410617330,3893
1188,56,1,8,0,89,14,0,12,0,3.0,0,1,1,1,1,37,2,2,1594460793,3400
1189,68,1,2,1,29,23,1,11,2,3.3,0,2,3,1,1,11,2,6,2407582875,1162
1190,64,1,16,1,97,3,3,20,2,4.9,0,5,2,1,1,28,3,0,6465156193,2355
1191,62,1,16,1,45,39,1,14,3,4.3,0,0,3,1,1,31,2,6,6047837128,3680
1192,34,1,24,1,70,13,0,4,3,4.1,0,3,2,1,1,50,5,5,7227613428,1843
1193,49,1,4,3,56,8,1,21,2,4.0,0,4,0,1,1,42,5,5,7039049159,307
1194,40,1,10,3,55,1,0,16,0,5.0,0,5,0,1,1,18,2,3,316440222,679
1195,50,1,9,1,46,31,2,20,3,3.1,0,3,0,1,1,6,2,3,4351793078,247
1196,25,1,15,0,95,42,1,23,3,4.0,0,1,0,1,1,33,5,4,9364369411,2186
1197,30,1,1,0,88,33,1,12,3,3.2,0,4,0,1,1,13,0,1,3762993709,888
1198,54,1,20,2,92,44,0,22,0,3.9,0,3,4,1,1,26,4,0,7038284253,3306
1199,40,1,21,1,49,29,1,3,2,3.9,0,0,0,1,1,17,1,0,2835218555,1063
1200,49,1,14,2,89,19,1,9,0,4.5,0,2,2,1,1,3,3,6,8539964396,1826
1202,27,1,17,2,61,12,3,1,2,3.1,0,1,0,1,1,46,5,3,6503570604,2571
1203,48,1,15,0,29,19,2,13,1,2.9,0,0,4,1,1,14,5,2,8591414786,1382
1204,40,1,20,2,82,22,1,14,3,3.7,0,0,2,1,1,23,0,0,8057276844,1452
1205,67,1,1,0,94,8,1,16,1,3.2,0,0,0,1,1,20,2,2,6022933717,2237
1206,52,1,7,0,99,4,1,13,1,3.5,0,2,4,1,1,38,0,3,2615690157,1318
1207,22,1,7,0,59,23,2,5,0,3.0,0,1,2,1,1,16,5,2,6248428375,2963
1208,62,1,3,2,90,46,1,23,2,4.1,0,5,3,1,1,48,2,2,4327700681,150
1210,41,1,13,1,62,37,1,2,3,3.8,0,4,3,1,1,16,0,4,4343202630,883
1211,34,1,22,0,78,24,1,13,0,4.1,0,4,3,1,1,5,1,5,3752428224,496
1212,23,1,9,1,94,35,1,8,1,4.6,0,5,5,1,1,14,5,2,7184269252,362
1213,32,1,17,2,74,37,1,24,2,2.5,0,5,2,1,1,18,2,6,3562229124,945
1214,68,1,7,0,52,16,3,1,1,3.7,0,1,1,1,1,14,3,2,9695349182,2750
1215,30,1,10,3,81,44,1,2,0,3.8,0,1,2,1,1,5,1,2,3776149446,2494
1216,66,1,2,1,20,36,0,16,3,2.6,0,1,0,1,1,15,2,2,7474695303,682
1217,62,1,13,1,32,43,3,10,2,3.7,0,4,2,1,1,3,5,2,6963665266,3183
1218,50,1,3,2,63,26,3,5,0,2.6,0,3,2,1,1,12,1,2,4501429173,3271
1219,55,1,3,2,79,37,1,5,1,3.1,0,5,5,1,1,43,1,2,1770615841,1461
1220,19,1,23,1,23,44,1,6,3,2.5,0,0,3,1,1,35,2,1,4128473202,2149
1221,67,1,6,0,64,16,1,8,3,4.9,0,0,1,1,1,36,0,5,7754969727,3331
1222,18,1,21,1,69,14,1,18,3,4.5,0,0,4,1,1,3,1,5,1614389647,2895
1223,58,1,11,1,69,13,0,11,0,3.4,0,0,5,1,1,27,0,0,3877301428,1593
1224,69,1,13,1,24,15,0,18,3,3.9,0,2,2,1,1,21,0,6,9998464454,3760
1225,62,1,18,1,50,12,1,24,2,3.7,0,0,5,1,1,18,5,6,9146591115,3762
1226,28,1,6,0,97,32,2,21,0,2.6,0,2,2,1,1,16,3,6,9248634033,1949
1227,53,1,14,2,91,34,2,5,0,3.4,0,4,5,1,1,18,5,1,3114140025,3622
1228,27,1,2,1,37,12,0,24,1,4.9,0,5,5,1,1,19,0,1,2962454927,1498
1229,55,1,10,3,55,13,2,24,3,3.9,0,5,1,1,1,1,1,0,5926836594,2206
1230,34,1,12,0,52,15,3,12,3,3.6,0,5,1,1,1,39,0,0,6370724988,447
1231,25,1,8,0,80,12,0,3,1,4.6,0,3,4,1,1,49,5,4,7236601268,1999
1232,66,1,21,1,79,37,1,6,1,4.0,0,2,0,1,1,43,2,3,1145203334,3132
1233,57,1,7,0,23,31,1,4,2,3.6,0,1,2,1,1,31,3,2,5214714596,2194
1234,46,1,13,1,73,43,0,0,3,3.5,0,1,3,1,1,40,5,2,3507898249,3702
1235,38,1,6,0,99,29,1,9,0,4.1,0,1,5,1,1,2,0,1,1440326925,1416
1236,23,1,23,1,22,11,1,18,1,3.0,0,0,5,1,1,46,4,2,1513334206,156
1237,42,1,8,0,68,30,1,23,2,4.4,0,4,5,1,1,35,3,2,7358147968,3251
1238,25,1,5,1,92,21,2,4,1,4.4,0,2,0,1,1,42,2,5,2409927046,449
1239,55,1,13,1,77,49,1,22,3,3.7,0,4,1,1,1,3,5,3,1057542219,3548
1240,62,1,4,3,37,29,3,11,1,4.8,0,4,4,1,1,32,3,2,7564804888,1605
1241,41,1,15,0,79,29,0,23,3,2.9,0,3,5,1,1,48,3,0,7563606294,2637
1242,58,1,9,1,51,10,3,16,3,3.1,0,1,1,1,1,34,2,6,1579866189,176
1243,56,1,21,1,27,27,1,10,2,4.0,0,0,3,1,1,15,0,5,4887646742,3892
1244,25,1,2,1,23,28,2,16,1,3.0,0,4,5,1,1,22,3,0,8980568679,1195
1245,70,1,21,1,76,13,2,19,2,3.9,0,1,0,1,1,2,1,4,8052471181,3270
1246,42,1,5,1,31,31,1,22,0,3.4,0,0,4,1,1,30,0,6,3308218461,1341
1247,27,1,9,1,60,17,1,4,3,2.7,0,2,4,1,1,27,1,4,4600196769,2127
1248,65,1,24,1,99,45,1,4,1,3.5,0,0,1,1,1,18,5,1,5913427544,1100
1249,62,1,8,0,37,48,3,18,3,3.0,0,2,2,1,1,8,2,0,6165626982,1077
1250,62,1,3,2,50,36,1,15,3,4.5,0,4,1,1,1,48,5,3,8163360697,3445
1251,52,1,11,1,26,28,3,17,3,4.1,0,1,2,1,1,24,1,4,3999993627,227
1252,56,1,18,1,86,13,3,14,1,5.0,0,3,3,1,1,43,2,4,6280360117,668
1253,28,1,14,2,41,20,0,11,0,4.0,0,5,4,1,1,8,1,5,146546086,3248
1254,39,1,14,2,23,25,3,18,3,4.9,0,5,1,1,1,49,4,0,8914094344,2425
1255,54,1,20,2,56,4,3,1,1,3.3,0,1,0,1,1,2,2,1,4649214386,2458
1256,30,1,8,0,68,13,1,15,0,4.1,0,2,4,1,1,38,1,3,1182796581,2681
1257,45,1,4,3,48,47,2,13,3,3.6,0,1,1,1,1,4,1,3,8535928222,2262
1258,68,1,5,1,67,22,0,6,1,3.0,0,1,2,1,1,31,1,2,9643067169,1586
1259,47,1,3,2,87,34,3,6,1,4.1,0,3,0,1,1,34,3,2,8293265897,502
1260,68,1,19,1,64,22,1,21,0,3.9,0,0,4,1,1,45,2,4,2934069501,3279
1261,63,1,16,1,93,45,3,8,1,4.1,0,5,5,1,1,30,3,5,2157002159,394
1262,20,1,16,1,29,6,0,12,2,2.8,0,5,3,1,1,2,2,3,1242441932,3628
1263,29,1,3,2,62,41,0,3,3,4.8,0,3,5,1,1,44,5,4,387576506,3677
1264,41,1,9,1,70,7,0,3,3,4.6,0,0,0,1,1,1,2,1,158135568,268
1265,52,1,23,1,92,44,2,2,3,2.5,0,5,3,1,1,1,5,1,2683961456,3637
1266,32,1,16,1,79,17,1,10,1,2.7,0,0,3,1,1,27,0,6,3709610093,660
1267,20,1,2,1,31,33,1,15,0,4.0,0,1,4,1,1,14,3,2,6182196710,1866
1268,47,1,24,1,83,36,2,7,1,2.7,0,2,4,1,1,41,1,6,4371447347,1126
1269,23,1,10,3,88,11,3,4,3,2.9,0,5,3,1,1,25,3,1,9531051918,1439
1270,43,1,12,0,53,44,1,10,1,3.0,0,4,4,1,1,47,4,5,1147732650,2346
1271,67,1,9,1,98,47,1,8,0,3.3,0,1,4,1,1,20,1,0,9314054088,2392
1272,70,1,12,0,57,16,2,7,1,4.3,0,1,5,1,1,42,4,0,9788957364,2892
1273,35,1,14,2,80,48,1,14,3,4.4,0,3,1,1,1,16,0,4,605233112,1381
1274,41,1,11,1,29,23,0,19,1,4.1,0,1,3,1,1,32,2,2,1642884765,3619
1275,54,1,8,0,73,24,1,13,1,3.1,0,1,0,1,1,37,4,5,6610698400,1133
1276,55,1,23,1,32,3,2,21,0,4.5,0,4,4,1,1,1,4,4,9724066277,282
1277,51,1,3,2,68,49,0,21,1,4.8,0,4,3,1,1,37,0,6,4184947229,2698
1278,19,1,2,1,97,38,0,8,1,5.0,0,3,1,1,1,5,5,5,9331849784,2777
1279,28,1,18,1,98,43,1,22,0,2.8,0,2,3,1,1,31,5,3,1785307069,3269
1280,63,1,9,1,56,19,0,4,0,3.7,0,4,1,1,1,18,3,0,7794725668,3851
1281,30,1,13,1,78,9,0,23,3,4.4,0,4,0,1,1,39,5,2,6004210076,1179
1282,29,1,1,0,81,29,1,13,1,4.5,0,1,5,1,1,8,5,1,2687508728,2577
1283,24,1,16,1,68,28,0,22,3,3.0,0,3,2,1,1,20,5,4,4056484917,2144
1284,69,1,16,1,94,36,1,22,3,3.9,0,2,0,1,1,23,3,2,5733899127,2550
1285,65,1,5,1,93,3,1,1,1,3.9,0,0,1,1,1,38,4,3,6486792438,1610
1286,64,1,6,0,99,32,1,4,0,3.5,0,5,3,1,1,45,0,3,3279765422,3
1287,40,1,6,0,49,47,0,24,3,4.9,0,0,3,1,1,44,3,3,3823297988,51
1288,24,1,11,1,28,43,3,2,3,3.4,0,5,4,1,1,20,4,4,7486832264,654
1289,66,1,1,0,93,40,3,4,3,4.1,0,5,4,1,1,34,4,1,4504987642,2323
1290,35,1,10,3,24,28,1,18,0,2.9,0,3,3,1,1,10,4,6,7304210021,1798
1291,67,1,19,1,35,19,1,9,1,3.4,0,1,2,1,1,3,4,0,183197898,3189
1292,69,1,14,2,68,40,2,0,1,3.2,0,5,0,1,1,23,3,3,5339816265,772
1293,26,1,1,0,61,16,1,12,2,3.9,0,3,2,1,1,42,0,0,7425948119,2863
1294,23,1,23,1,74,8,3,24,0,4.1,0,0,4,1,1,30,3,0,202633191,2820
1295,27,1,16,1,64,42,1,19,2,4.5,0,2,4,1,1,21,1,2,3643757338,1612
1296,30,1,20,2,60,30,1,13,0,2.8,0,4,4,1,1,50,4,6,9339531216,330
1297,48,1,11,1,29,40,2,20,1,2.8,0,4,1,1,1,16,1,1,9284407610,1435
1298,44,1,14,2,85,29,1,19,2,4.6,0,3,4,1,1,32,5,0,1648036873,2735
1299,29,1,13,1,81,13,2,9,2,3.0,0,1,2,1,1,14,0,3,1895226231,1598
1300,29,1,1,0,23,17,0,20,0,3.6,0,0,0,1,1,42,5,1,7841929993,2114
1301,67,1,24,1,100,47,1,4,1,4.5,0,1,3,1,1,47,2,2,4033129211,2590
1302,42,1,16,1,54,18,1,14,0,5.0,0,5,1,1,1,21,3,6,4147885302,1732
1303,23,1,20,2,25,11,1,6,0,2.9,0,0,3,1,1,37,2,4,1414607118,3625
1304,34,1,2,1,32,31,0,19,2,3.1,0,5,3,1,1,10,2,0,6006410182,2256
1305,64,1,0,0,63,25,2,14,1,4.0,0,0,0,1,1,18,4,2,5888253587,862
1306,31,1,13,1,56,23,3,15,1,4.5,0,5,1,1,1,2,4,2,3877408314,472
1307,54,1,23,1,33,1,0,3,3,4.5,0,1,3,1,1,40,4,0,7335026009,2720
1308,23,1,4,3,32,24,0,1,2,3.1,0,4,1,1,1,43,4,0,4795301441,2670
1309,59,1,5,1,38,38,0,18,2,4.4,0,2,3,1,1,14,2,2,6068518204,1375
1310,32,1,2,1,21,10,0,10,2,4.7,0,0,5,1,1,41,1,5,7539846026,2833
1311,43,1,9,1,59,39,0,3,3,3.1,0,2,5,1,1,38,2,2,3418217940,3470
1312,32,1,17,2,87,41,1,12,0,4.2,0,2,1,1,1,12,5,0,8082078742,3414
1313,66,1,24,1,79,24,1,22,3,3.0,0,5,5,1,1,19,0,4,8265744684,1324
1314,70,1,17,2,28,24,1,10,2,2.6,0,1,2,1,1,23,2,1,5970102107,824
1315,42,1,3,2,67,24,2,11,2,3.4,0,5,2,1,1,49,3,0,1952878334,360
1316,56,1,18,1,75,23,0,8,1,4.2,0,4,0,1,1,29,3,5,1515833636,1644
1317,28,1,1,0,32,3,2,10,1,4.6,0,4,4,1,1,14,3,1,1601251380,2000
1318,28,1,13,1,43,16,1,8,1,2.8,0,2,2,1,1,19,1,4,6174640387,2066
1319,52,1,18,1,93,6,1,12,1,2.7,0,5,1,1,1,19,2,1,9692404886,378
1320,65,1,22,0,24,35,1,11,1,4.0,0,2,4,1,1,48,0,6,3260490565,847
1321,56,1,8,0,31,4,3,20,0,3.1,0,4,2,1,1,19,3,0,2008290858,1658
1322,59,1,24,1,84,24,0,14,3,3.7,0,2,1,1,1,45,0,2,9662904422,936
1323,23,1,13,1,74,46,1,22,3,4.0,0,2,3,1,1,17,0,5,4259574897,15
1324,58,1,18,1,62,31,1,24,1,4.6,0,1,4,1,1,15,3,2,7046189631,44
1325,39,1,12,0,77,13,2,14,2,3.8,0,2,2,1,1,11,2,3,5618516002,1399
1326,28,1,0,0,73,36,0,6,2,3.5,0,5,1,1,1,1,1,4,3307682825,1342
1327,40,1,17,2,50,42,1,9,1,4.6,0,0,2,1,1,17,1,4,4170397164,3098
1328,52,1,4,3,40,8,1,21,3,2.8,0,2,4,1,1,37,1,6,2937060975,1964
1329,37,1,23,1,97,38,1,14,3,3.7,0,3,4,1,1,40,0,6,619687686,2522
1330,70,1,6,0,63,42,1,9,0,3.3,0,4,1,1,1,50,4,2,5440425016,3412
1331,30,1,7,0,65,44,1,4,0,2.9,0,2,4,1,1,20,4,1,5810298297,2053
1332,38,1,21,1,91,19,1,10,1,3.2,0,2,4,1,1,8,4,1,6442741968,3016
1333,66,1,9,1,60,1,2,6,1,4.3,0,0,5,1,1,16,0,5,2004754495,1933
1334,29,1,13,1,69,11,1,10,3,2.7,0,1,3,1,1,9,0,5,828388700,778
1335,46,1,4,3,52,47,2,23,1,4.2,0,3,5,1,1,12,5,4,1109023622,1218
1336,56,1,3,2,49,27,1,10,0,4.8,0,2,0,1,1,26,2,6,8146499839,743
1337,23,1,20,2,85,36,1,4,1,4.8,0,4,5,1,1,44,3,3,7916513371,372
1338,37,1,23,1,86,41,0,19,1,3.4,0,5,1,1,1,19,2,1,6950149776,1393
1339,56,1,7,0,51,0,2,24,3,2.6,0,0,4,1,1,43,4,3,8800256181,1156
1340,36,1,1,0,56,13,0,13,3,5.0,0,4,3,1,1,5,0,2,8968743434,471
1341,40,1,1,0,72,11,1,15,0,4.4,0,2,3,1,1,5,3,2,2047613142,3569
1342,26,1,9,1,27,38,3,24,0,2.9,0,3,4,1,1,31,0,5,3500208637,642
1343,57,1,22,0,43,2,3,24,2,3.4,0,1,0,1,1,11,0,4,5289313962,1145
1344,68,1,20,2,56,8,1,9,1,3.4,0,5,4,1,1,34,0,4,6831794230,2526
1345,56,1,24,1,37,31,2,22,0,4.9,0,2,3,1,1,14,1,0,8484741275,1052
1346,40,1,5,1,21,26,1,23,0,3.6,0,2,4,1,1,42,5,6,8625859032,2911
1347,44,1,9,1,91,23,0,23,3,3.0,0,2,2,1,1,15,5,1,5230164862,1819
1348,44,1,23,1,95,44,1,5,2,3.9,0,5,0,1,1,47,0,4,1555697574,3843
1349,19,1,1,0,54,26,3,17,1,3.2,0,4,4,1,1,23,2,3,8595125464,3570
1350,21,1,21,1,36,39,3,1,1,3.2,0,0,3,1,1,23,1,1,9037104826,190
1351,31,1,22,0,71,7,1,14,0,4.3,0,1,3,1,1,1,1,2,1187265885,1611
1352,30,1,4,3,31,44,0,12,2,2.8,0,2,0,1,1,28,0,5,9229664526,3311
1353,65,1,8,0,89,13,3,14,1,4.5,0,0,3,1,1,37,2,1,4309473939,1166
1354,39,1,13,1,83,36,1,20,3,4.1,0,0,3,1,1,4,1,2,9800515121,3888
1355,64,1,0,0,42,19,1,7,1,3.6,0,3,0,1,1,21,0,5,5572197632,1168
1356,59,1,18,1,91,8,1,2,2,3.0,0,5,0,1,1,50,4,1,434700487,301
1357,49,1,10,3,61,13,1,5,1,4.0,0,3,2,1,1,34,0,0,7379966973,3426
1358,24,1,0,0,66,42,2,18,2,3.5,0,5,3,1,1,20,1,5,7167692394,2997
1359,19,1,15,0,22,26,3,16,1,2.5,0,3,5,1,1,25,5,2,4803442591,871
1360,27,1,9,1,68,32,2,5,3,4.3,0,3,5,1,1,26,0,3,9510998971,3326
1361,56,1,19,1,43,0,0,1,0,2.8,0,0,1,1,1,4,0,0,5497162234,1303
1362,49,1,5,1,32,0,1,0,0,3.7,0,1,3,1,1,39,3,4,4266194946,140
1363,41,1,4,3,46,5,1,7,0,4.3,0,1,1,1,1,29,1,6,4014396239,3873
