Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases,Phone Number,Transaction ID
935,45,Male,Jeans,Clothing,47,Oregon,S,Yellow,Spring,3.7,Yes,Bank Transfer,Express,Yes,Yes,21,Bank Transfer,Monthly,4771183859,3QVLbku2vToY
936,58,Male,Hoodie,Clothing,51,Ohio,L,White,Fall,2.6,Yes,Credit Card,Store Pickup,Yes,Yes,2,Bank Transfer,Fortnightly,0910316347,OwVMiE4ylI7b
937,31,Male,Shoes,Footwear,84,Maine,M,Pink,Summer,2.7,Yes,Debit Card,Free Shipping,Yes,Yes,28,Cash,Weekly,4391371238,OKrGlsVhE4BY
938,32,Male,Shorts,Clothing,24,Iowa,M,Magenta,Summer,2.7,Yes,Debit Card,Express,Yes,Yes,18,Venmo,Quarterly,0837380293,seiAmhU9nyRF
939,36,Male,Blouse,Clothing,97,Wisconsin,S,Teal,Fall,4.8,Yes,Bank Transfer,Free Shipping,Yes,Yes,21,Debit Card,Fortnightly,6067347397,ncKzEqZI4z9I
940,25,Male,T-shirt,Clothing,89,New York,L,Indigo,Winter,4.8,Yes,Venmo,Next Day Air,Yes,Yes,24,Credit Card,Monthly,5694859977,9lA3gr1FwrVP
941,48,Male,Belt,Accessories,44,Colorado,S,Maroon,Spring,2.6,Yes,PayPal,Store Pickup,Yes,Yes,15,PayPal,Every 3 Months,6961608422,YTMcz4DOOy8K
942,39,Male,Handbag,Accessories,35,Illinois,L,Black,Winter,4.5,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,38,PayPal,Every 3 Months,1170731796,Lg2QdSHPZwrz
943,26,Male,Dress,Clothing,91,Arizona,M,Cyan,Winter,3.2,Yes,Cash,Express,Yes,Yes,38,PayPal,Bi-Weekly,4257620631,BXYi3WNvMCQa
944,32,Male,Hat,Accessories,63,Oklahoma,L,Cyan,Winter,3.8,Yes,PayPal,Next Day Air,Yes,Yes,13,Venmo,Fortnightly,3206907198,p1fmXqvKqhcv
945,54,Male,Belt,Accessories,97,Indiana,S,Gray,Spring,4.8,Yes,Debit Card,Express,Yes,Yes,39,Cash,Bi-Weekly,6433638782,bMSe3LnETGOB
946,38,Male,Boots,Footwear,38,Minnesota,M,Violet,Summer,4.1,Yes,Debit Card,Store Pickup,Yes,Yes,8,Venmo,Every 3 Months,6189556750,WwOAmzQk7BDr
947,46,Male,Coat,Outerwear,24,Pennsylvania,XL,Blue,Spring,2.8,Yes,PayPal,Next Day Air,Yes,Yes,4,PayPal,Quarterly,2425059662,kMRfexidzcsj
948,57,Male,Blouse,Clothing,32,Indiana,M,Charcoal,Winter,3.9,Yes,Cash,Store Pickup,Yes,Yes,6,Cash,Every 3 Months,8842906615,ahSot7964dai
949,49,Male,Hat,Accessories,90,Alabama,L,Olive,Summer,4.9,Yes,Venmo,Express,Yes,Yes,11,Venmo,Every 3 Months,6405548738,RcDAKg6agP33
950,33,Male,Jeans,Clothing,36,Montana,M,Olive,Summer,3.4,Yes,Cash,Standard,Yes,Yes,49,Venmo,Monthly,1830056632,gkz2JIoueplD
951,54,Male,Backpack,Accessories,37,New Mexico,XL,Turquoise,Winter,4.1,Yes,Cash,Free Shipping,Yes,Yes,30,PayPal,Quarterly,8120022219,c6jUJVUjthOn
952,47,Male,Dress,Clothing,51,Alaska,M,Cyan,Summer,2.9,Yes,Venmo,Express,Yes,Yes,34,Bank Transfer,Monthly,7129531115,21XbF434g7U1
953,36,Male,Hat,Accessories,71,Idaho,S,Red,Fall,3.1,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,28,PayPal,Monthly,2513564285,MPWjR08DwKBg
954,68,Male,Sunglasses,Accessories,50,Utah,S,Cyan,Spring,3.6,Yes,Credit Card,2-Day Shipping,Yes,Yes,36,Venmo,Quarterly,8769861388,FRotAfXX1gea
955,60,Male,Hat,Accessories,74,Louisiana,S,Turquoise,Fall,3.5,Yes,Venmo,Standard,Yes,Yes,18,Credit Card,Every 3 Months,9397544388,xpoOD8zJ8SYi
956,55,Male,Dress,Clothing,75,Mississippi,L,Lavender,Summer,3.4,Yes,Venmo,Free Shipping,Yes,Yes,4,PayPal,Monthly,6926660921,fgrqMjLeu5QD
957,29,Male,Shirt,Clothing,99,Mississippi,XL,Cyan,Spring,2.9,Yes,Venmo,2-Day Shipping,Yes,Yes,42,Debit Card,Quarterly,2486899073,daYRpIX5ZyaL
958,38,Male,Scarf,Accessories,23,Indiana,XL,Violet,Spring,4.7,Yes,Bank Transfer,Store Pickup,Yes,Yes,11,Cash,Quarterly,5902888760,QUBFf0Ws6vLh
959,70,Male,Sneakers,Footwear,53,Washington,XL,Beige,Winter,4.4,Yes,Cash,Free Shipping,Yes,Yes,31,Credit Card,Bi-Weekly,6975460214,rU0XA7O0Wrwv
960,36,Male,Skirt,Clothing,99,Nevada,M,Cyan,Spring,2.6,Yes,Cash,Standard,Yes,Yes,12,Cash,Fortnightly,9792021214,UNSmFxcP2QUO
961,18,Male,Jewelry,Accessories,48,Louisiana,XL,Indigo,Spring,4.4,Yes,Debit Card,Standard,Yes,Yes,20,Venmo,Quarterly,4676740703,mMJ6DbEvSbXq
962,62,Male,Boots,Footwear,72,Pennsylvania,L,Olive,Fall,3.7,Yes,Venmo,Next Day Air,Yes,Yes,37,Debit Card,Quarterly,4504899524,10BCbWuyPktI
963,29,Male,Sunglasses,Accessories,64,Michigan,L,Green,Spring,4.4,Yes,Cash,Standard,Yes,Yes,26,Debit Card,Fortnightly,9392269303,y4sEQAnVNwSz
964,21,Male,Boots,Footwear,63,South Carolina,L,Green,Spring,2.5,Yes,Cash,2-Day Shipping,Yes,Yes,14,Credit Card,Weekly,4568708254,quLvosP2Dde5
965,42,Male,Sandals,Footwear,51,Arizona,M,Beige,Spring,2.6,Yes,Bank Transfer,Next Day Air,Yes,Yes,12,Venmo,Bi-Weekly,5774705976,IA1nco5CVzjX
966,43,Male,Boots,Footwear,55,Delaware,L,Black,Spring,5.0,Yes,Debit Card,Store Pickup,Yes,Yes,10,Credit Card,Annually,4391370333,4NhqtZUCsihv
967,58,Male,Dress,Clothing,55,Kentucky,M,Brown,Spring,4.9,Yes,Cash,Express,Yes,Yes,19,Cash,Annually,4593645060,dJR33l517qnj
968,27,Male,Hoodie,Clothing,26,Georgia,S,Silver,Summer,3.7,Yes,Debit Card,Store Pickup,Yes,Yes,4,Cash,Weekly,0338401235,faWdWf0KnoxE
969,57,Male,Shorts,Clothing,67,North Carolina,L,Gray,Summer,3.1,Yes,Debit Card,Next Day Air,Yes,Yes,48,Bank Transfer,Quarterly,4229620735,xuC6kO5jJJR9
970,40,Male,Coat,Outerwear,31,California,S,Pink,Fall,3.2,Yes,Debit Card,Express,Yes,Yes,37,PayPal,Monthly,5484281633,o9Vvy793obRR
971,45,Male,Jeans,Clothing,66,California,S,Maroon,Winter,4.4,Yes,PayPal,Free Shipping,Yes,Yes,4,Cash,Monthly,5175846843,lSkll9LpJg7Z
972,47,Male,Sunglasses,Accessories,67,Indiana,M,Cyan,Summer,4.3,Yes,Bank Transfer,Next Day Air,Yes,Yes,15,Credit Card,Weekly,6940100013,3yfSCDY4S52w
973,61,Male,Sneakers,Footwear,61,Colorado,L,Gold,Winter,3.0,Yes,Venmo,Standard,Yes,Yes,33,Credit Card,Weekly,0786397228,Pecr0iAqiFSK
974,60,Male,Jacket,Outerwear,75,Colorado,M,Teal,Fall,3.5,Yes,Venmo,2-Day Shipping,Yes,Yes,30,Bank Transfer,Quarterly,9637323837,cmahaIx9KyDF
975,69,Male,Skirt,Clothing,90,North Carolina,M,Beige,Spring,3.6,Yes,Credit Card,2-Day Shipping,Yes,Yes,23,Bank Transfer,Monthly,7533311683,oCABr93F6yoq
976,58,Male,Sweater,Clothing,40,Washington,M,Olive,Summer,3.8,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,2,Bank Transfer,Weekly,2418290751,l9IyEetXsUGd
977,34,Male,T-shirt,Clothing,90,Florida,M,Gray,Fall,3.6,Yes,PayPal,Express,Yes,Yes,50,Credit Card,Every 3 Months,1391339290,BK8MGfPLequo
978,20,Male,Belt,Accessories,20,Washington,M,Black,Spring,4.6,Yes,Credit Card,Express,Yes,Yes,34,Cash,Bi-Weekly,3062528990,bQHrwNlbZobI
979,56,Male,Gloves,Accessories,40,Colorado,M,Turquoise,Summer,2.5,Yes,Cash,Standard,Yes,Yes,33,Credit Card,Weekly,2647976329,DkfVRrNYr15c
980,64,Male,Hat,Accessories,33,New Hampshire,S,Brown,Fall,3.5,Yes,Venmo,Store Pickup,Yes,Yes,34,Debit Card,Monthly,7612896942,zd3cXTOALFun
981,56,Male,Boots,Footwear,98,Maryland,S,Magenta,Spring,4.0,Yes,Bank Transfer,Free Shipping,Yes,Yes,39,PayPal,Every 3 Months,9709800235,FRbOMpMtZVej
982,27,Male,Belt,Accessories,42,Maryland,M,Silver,Spring,3.5,Yes,Debit Card,Next Day Air,Yes,Yes,47,Credit Card,Quarterly,1963943349,A8Rjqa4mM1qR
983,35,Male,Coat,Outerwear,62,Texas,S,Red,Summer,3.2,Yes,Venmo,Standard,Yes,Yes,37,PayPal,Monthly,7893426135,DmLvlOWOWAoo
984,24,Male,Hat,Accessories,45,New Mexico,L,Indigo,Winter,3.5,Yes,Credit Card,Free Shipping,Yes,Yes,40,Venmo,Bi-Weekly,8422576740,7TzBwazHuRPZ
985,26,Male,Shoes,Footwear,78,Utah,M,Green,Summer,3.4,Yes,Cash,Free Shipping,Yes,Yes,8,Credit Card,Bi-Weekly,2733570657,KK8SgL7y4DOD
986,32,Male,Handbag,Accessories,80,West Virginia,M,Gray,Fall,5.0,Yes,Credit Card,Express,Yes,Yes,12,Bank Transfer,Annually,3064778427,l4P6P3CtgvCX
987,54,Male,Scarf,Accessories,96,Connecticut,S,Peach,Spring,4.5,Yes,Credit Card,Store Pickup,Yes,Yes,36,Bank Transfer,Monthly,7817390298,YiTxp5ZaKJtH
988,62,Male,Handbag,Accessories,47,West Virginia,M,Charcoal,Summer,2.8,Yes,PayPal,Express,Yes,Yes,48,PayPal,Weekly,6250861206,nujTgE0pr0r1
989,50,Male,Pants,Clothing,84,Ohio,M,Orange,Winter,4.9,Yes,Venmo,2-Day Shipping,Yes,Yes,47,PayPal,Fortnightly,6318918863,m1wD2Sg5YBmL
990,70,Male,Shoes,Footwear,31,Texas,M,Beige,Spring,3.1,Yes,Bank Transfer,Store Pickup,Yes,Yes,2,Bank Transfer,Monthly,6988386088,CqFHdRmXG3PD
991,48,Male,Sunglasses,Accessories,63,Washington,S,Yellow,Spring,4.8,Yes,PayPal,Store Pickup,Yes,Yes,24,Cash,Weekly,8390452754,xxcBu79ohaiw
992,20,Male,Shorts,Clothing,97,Wisconsin,XL,White,Spring,2.7,Yes,Debit Card,Standard,Yes,Yes,40,Bank Transfer,Bi-Weekly,9900771013,obud5RR5Azwj
993,46,Male,Jacket,Outerwear,99,Louisiana,M,Gray,Winter,4.6,Yes,Credit Card,Express,Yes,Yes,50,Debit Card,Weekly,2603317860,qErtbYj3scDl
994,51,Male,Sandals,Footwear,90,Iowa,M,Peach,Winter,4.4,Yes,Cash,Store Pickup,Yes,Yes,25,Cash,Weekly,8335741482,vetrXxb2Dffg
995,53,Male,Shoes,Footwear,68,New York,L,Violet,Fall,3.2,Yes,PayPal,Express,Yes,Yes,20,Debit Card,Monthly,6454584501,zeyN80r8W7YP
996,44,Male,Jewelry,Accessories,80,Idaho,M,Magenta,Spring,3.0,Yes,Venmo,2-Day Shipping,Yes,Yes,10,Venmo,Weekly,2514143939,xMWsxRSAhrDj
997,29,Male,Sandals,Footwear,91,Delaware,L,Maroon,Summer,4.9,Yes,Bank Transfer,Standard,Yes,Yes,32,Bank Transfer,Quarterly,7651441740,vssxvJV9i70W
998,64,Male,Pants,Clothing,30,Kentucky,M,Cyan,Spring,3.6,Yes,Debit Card,Express,Yes,Yes,31,Cash,Fortnightly,1258580671,1giqXFjYLj7n
999,51,Male,Shoes,Footwear,90,Connecticut,M,White,Spring,3.8,Yes,Venmo,Next Day Air,Yes,Yes,48,Bank Transfer,Bi-Weekly,6916484648,hoCkXynwBHyA
1000,50,Male,Socks,Clothing,28,New Mexico,L,Brown,Spring,2.9,Yes,Venmo,Standard,Yes,Yes,23,Debit Card,Monthly,1104362518,XTGgUqkrQniA
1001,43,Male,Socks,Clothing,46,Georgia,M,Red,Winter,3.9,Yes,Credit Card,Express,Yes,Yes,1,Bank Transfer,Bi-Weekly,8187282444,VQ1SpsYyy9kS
1002,61,Male,Dress,Clothing,60,Washington,M,Orange,Fall,3.6,Yes,Credit Card,Standard,Yes,Yes,4,Debit Card,Fortnightly,2392554443,fUrGYInd3QmV
1003,55,Male,Shoes,Footwear,59,North Dakota,M,White,Spring,3.5,Yes,Credit Card,Store Pickup,Yes,Yes,3,Bank Transfer,Bi-Weekly,0599781084,SAZG9BgFYr7z
1004,56,Male,Hat,Accessories,68,Ohio,M,Green,Fall,4.0,Yes,Cash,Store Pickup,Yes,Yes,3,Cash,Bi-Weekly,4137705227,WRGpaAtwQbxI
1005,33,Male,Backpack,Accessories,79,Tennessee,M,Black,Summer,4.8,Yes,Cash,2-Day Shipping,Yes,Yes,44,Cash,Annually,8815542065,rAasmo0NZ9nd
1006,43,Male,Backpack,Accessories,94,New York,M,Gold,Winter,3.9,Yes,Credit Card,Store Pickup,Yes,Yes,5,Debit Card,Bi-Weekly,2264363452,hffiWiUNaA8t
1007,21,Male,Pants,Clothing,83,Michigan,S,Lavender,Summer,4.5,Yes,Credit Card,Next Day Air,Yes,Yes,50,Venmo,Quarterly,1944044177,3A59vXO9aftI
1008,58,Male,Gloves,Accessories,62,Georgia,XL,Turquoise,Spring,4.8,Yes,Venmo,Standard,Yes,Yes,2,Credit Card,Annually,5804485472,gbZ0p1S5sFbi
1009,41,Male,Scarf,Accessories,85,New Mexico,M,Pink,Spring,2.6,Yes,Cash,Store Pickup,Yes,Yes,29,PayPal,Annually,0358827389,NzmeM7RbmH12
1010,39,Male,Hoodie,Clothing,30,Louisiana,M,Silver,Summer,3.1,Yes,Bank Transfer,Express,Yes,Yes,11,Venmo,Annually,9977868452,jsnIBCjppXpX
1011,54,Male,Jeans,Clothing,24,South Dakota,XL,Gray,Spring,4.7,Yes,PayPal,2-Day Shipping,Yes,Yes,37,Credit Card,Fortnightly,3256025832,s1kovxoQJjWk
1012,43,Male,Backpack,Accessories,25,Montana,L,Indigo,Spring,2.9,Yes,PayPal,Next Day Air,Yes,Yes,32,Debit Card,Fortnightly,6524731420,pPcWgnPFiV8O
1013,28,Male,Sandals,Footwear,37,New Mexico,L,Teal,Summer,3.8,Yes,Cash,Express,Yes,Yes,27,Credit Card,Annually,7098174493,QtWzWFmxlCGP
1014,59,Male,Belt,Accessories,69,South Carolina,XL,Green,Summer,3.8,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,31,Venmo,Bi-Weekly,2420144811,OQh7J5UYBIaG
1015,28,Male,Shoes,Footwear,97,Ohio,M,Violet,Summer,3.0,Yes,Bank Transfer,Standard,Yes,Yes,36,Debit Card,Fortnightly,4445644055,QyVFsYQkSTaL
1016,68,Male,Gloves,Accessories,24,North Carolina,M,Cyan,Summer,4.1,Yes,Debit Card,Standard,Yes,Yes,34,Cash,Weekly,3178696888,GYZ9EFAPqfJe
1017,20,Male,Belt,Accessories,30,Idaho,XL,Blue,Summer,3.4,Yes,Cash,Express,Yes,Yes,15,Bank Transfer,Every 3 Months,0341008991,aOnkJPXlo2KA
1018,21,Male,Jacket,Outerwear,53,Oklahoma,L,Orange,Fall,2.5,Yes,Cash,Express,Yes,Yes,14,Credit Card,Annually,7037948575,JlFIfY9mN5kJ
1019,50,Male,Dress,Clothing,70,Georgia,XL,Charcoal,Spring,4.9,Yes,Credit Card,Next Day Air,Yes,Yes,46,Cash,Weekly,9951290841,h3UzEm1MGmup
1020,32,Male,Shirt,Clothing,76,Kentucky,S,Beige,Winter,2.8,Yes,Debit Card,Standard,Yes,Yes,33,Venmo,Bi-Weekly,8190208458,WXBW5YWz0ZLL
1021,24,Male,Scarf,Accessories,95,Delaware,M,Black,Fall,4.5,Yes,Bank Transfer,Express,Yes,Yes,41,Debit Card,Annually,5673986198,Ld7BqjVY7UDm
1022,55,Male,Coat,Outerwear,51,Massachusetts,S,Lavender,Winter,4.9,Yes,Credit Card,2-Day Shipping,Yes,Yes,39,PayPal,Weekly,3778618180,N5Ueqn43dALf
1023,61,Male,Handbag,Accessories,41,Nebraska,M,Lavender,Winter,4.9,Yes,Cash,Store Pickup,Yes,Yes,7,Cash,Annually,6378659661,sEYvG7H6IL7O
1024,61,Male,Sunglasses,Accessories,71,Maine,S,Turquoise,Winter,3.5,Yes,Bank Transfer,Free Shipping,Yes,Yes,29,Bank Transfer,Every 3 Months,3600828894,SdXsP3Tl2rYD
1025,28,Male,T-shirt,Clothing,66,Pennsylvania,M,Purple,Summer,3.5,Yes,Debit Card,Free Shipping,Yes,Yes,18,Venmo,Quarterly,1779366658,5rLERmnGwBwA
1026,60,Male,Shirt,Clothing,84,Nebraska,M,Olive,Winter,4.9,Yes,Bank Transfer,Free Shipping,Yes,Yes,15,Credit Card,Annually,8023651398,czNszwl2c4Sd
1027,49,Male,Handbag,Accessories,95,Virginia,L,Turquoise,Winter,3.0,Yes,Venmo,Express,Yes,Yes,39,PayPal,Bi-Weekly,8065513776,HIx4u32eTgs9
1028,33,Male,Jewelry,Accessories,90,Ohio,L,Teal,Summer,2.8,Yes,Cash,Next Day Air,Yes,Yes,11,Cash,Monthly,2254557777,BAuGqsXzQ6jQ
1029,45,Male,Hoodie,Clothing,36,Nebraska,S,Lavender,Summer,3.7,Yes,Venmo,Standard,Yes,Yes,4,Cash,Fortnightly,8317789289,55luuNgiJPnd
1030,29,Male,Gloves,Accessories,22,Ohio,M,Purple,Spring,3.6,Yes,Credit Card,2-Day Shipping,Yes,Yes,33,Venmo,Bi-Weekly,9202082708,sna6GP7BgEAy
1031,58,Male,Coat,Outerwear,89,Kentucky,L,Blue,Winter,3.3,Yes,Credit Card,Next Day Air,Yes,Yes,37,Debit Card,Quarterly,1498508317,r9QxbEwuJNZ0
1032,22,Male,Sandals,Footwear,50,Tennessee,M,Teal,Spring,3.4,Yes,Cash,Free Shipping,Yes,Yes,32,Cash,Quarterly,5130024164,GWnr54L69JtQ
1033,55,Male,Boots,Footwear,36,Maine,M,Lavender,Fall,4.0,Yes,Bank Transfer,Free Shipping,Yes,Yes,44,Credit Card,Quarterly,9558785733,c7MAWd52qem7
1034,19,Male,Pants,Clothing,52,Montana,S,Silver,Spring,4.6,Yes,Credit Card,Free Shipping,Yes,Yes,41,Bank Transfer,Quarterly,0323986905,hhPOYxE863bc
1035,68,Male,Socks,Clothing,29,Maryland,M,Olive,Fall,4.2,Yes,Venmo,Next Day Air,Yes,Yes,44,Bank Transfer,Weekly,9267159287,MAlyCDpkaXKv
1036,61,Male,Blouse,Clothing,89,Georgia,M,Brown,Fall,2.8,Yes,Venmo,Express,Yes,Yes,32,Venmo,Annually,3131661858,vcUuMoEvxWLJ
1037,68,Male,Handbag,Accessories,47,Hawaii,M,Yellow,Fall,3.7,Yes,Credit Card,2-Day Shipping,Yes,Yes,13,Bank Transfer,Monthly,8974534195,hc43JsjesAui
1038,52,Male,Jewelry,Accessories,25,Rhode Island,XL,Brown,Spring,3.4,Yes,Bank Transfer,Standard,Yes,Yes,48,Debit Card,Quarterly,8643205861,3xMsEDNyMw2s
1039,41,Male,Pants,Clothing,74,Nebraska,XL,Cyan,Fall,3.0,Yes,Bank Transfer,Express,Yes,Yes,3,Bank Transfer,Weekly,6161929340,ykJFrI2KS101
1040,29,Male,Belt,Accessories,46,Michigan,M,Magenta,Fall,4.8,Yes,PayPal,Standard,Yes,Yes,39,Venmo,Monthly,0067090032,ovcFhSZSkUld
1041,68,Male,Jeans,Clothing,22,North Carolina,S,Magenta,Fall,4.0,Yes,Venmo,Next Day Air,Yes,Yes,7,Cash,Fortnightly,9458166608,u0YJpKw0tb6z
1042,36,Male,Shirt,Clothing,25,Minnesota,M,Orange,Summer,4.9,Yes,Venmo,Next Day Air,Yes,Yes,11,Cash,Fortnightly,9923701011,m40Yq7pdIeHj
1043,55,Male,Belt,Accessories,80,Maryland,M,Maroon,Spring,4.9,Yes,Venmo,Next Day Air,Yes,Yes,47,Credit Card,Weekly,9029492960,IAgMh4ldDGDQ
1044,28,Male,Jeans,Clothing,76,Hawaii,M,Green,Spring,3.3,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,28,Debit Card,Fortnightly,5117131609,Hf9277VEkJTe
1045,39,Male,Jeans,Clothing,30,Oregon,L,Teal,Summer,4.4,Yes,Credit Card,Next Day Air,Yes,Yes,17,Bank Transfer,Every 3 Months,4219299914,2GFHodngzj0g
1046,54,Male,Sweater,Clothing,79,New Mexico,L,Black,Fall,3.5,Yes,Cash,2-Day Shipping,Yes,Yes,11,PayPal,Bi-Weekly,5217464180,vH350vywyU8n
1047,40,Male,Sneakers,Footwear,22,Illinois,M,Magenta,Winter,4.2,Yes,Credit Card,Standard,Yes,Yes,12,Venmo,Annually,8095943413,2TM0aWVUmB0E
1048,31,Male,Socks,Clothing,36,Utah,S,Olive,Fall,4.2,Yes,Debit Card,Standard,Yes,Yes,7,Credit Card,Fortnightly,9353632092,SYQ0HXRpBEry
1049,30,Male,Socks,Clothing,77,Maine,L,Yellow,Fall,2.7,Yes,Cash,Standard,Yes,Yes,19,Venmo,Fortnightly,7026484524,cPzFlZefi4O2
1050,45,Male,Sunglasses,Accessories,33,Virginia,S,Purple,Fall,2.8,Yes,Credit Card,Store Pickup,Yes,Yes,24,Cash,Quarterly,2901730820,ZMszdLOrY92k
1051,48,Male,Sneakers,Footwear,64,Florida,M,Beige,Winter,3.8,Yes,Credit Card,Next Day Air,Yes,Yes,19,Venmo,Monthly,0173877055,dC9psDhnvALD
1052,45,Male,Socks,Clothing,53,Ohio,M,Indigo,Fall,2.6,Yes,PayPal,Free Shipping,Yes,Yes,39,PayPal,Annually,2606263014,s9YPDQOx00VY
1053,60,Male,Shoes,Footwear,36,Virginia,XL,Pink,Fall,3.0,Yes,Venmo,2-Day Shipping,Yes,Yes,1,Credit Card,Fortnightly,8144741173,uNPAxCTClqv6
1054,59,Male,Blouse,Clothing,70,Kansas,M,Blue,Spring,3.3,No,Cash,2-Day Shipping,Yes,Yes,10,Debit Card,Bi-Weekly,0147286396,XieOjHDS0Hhq
1055,18,Male,Shorts,Clothing,96,Arkansas,L,Cyan,Winter,4.9,No,Debit Card,Express,Yes,Yes,48,PayPal,Quarterly,9564607436,dFmSWfOiCeqQ
1056,70,Male,Jacket,Outerwear,27,Massachusetts,M,Orange,Spring,3.3,No,PayPal,Next Day Air,Yes,Yes,24,Debit Card,Annually,7522174827,ADMg4QBTxmth
1057,20,Male,Sweater,Clothing,64,Idaho,L,Black,Winter,2.9,No,Debit Card,2-Day Shipping,Yes,Yes,42,Venmo,Fortnightly,2451923006,eIlGYNOSjmA4
1058,65,Male,Jacket,Outerwear,23,Wisconsin,S,Maroon,Spring,4.4,No,Bank Transfer,2-Day Shipping,Yes,Yes,20,Credit Card,Weekly,2842452201,p8ZK9U6kyPnX
1059,29,Male,Scarf,Accessories,33,New Mexico,L,Violet,Summer,3.1,No,Credit Card,Next Day Air,Yes,Yes,49,Bank Transfer,Every 3 Months,5922004611,4zq5qqntL19d
1060,22,Male,Jacket,Outerwear,34,North Carolina,M,Beige,Winter,2.5,No,Venmo,Standard,Yes,Yes,25,Debit Card,Monthly,2469745740,apFXnnDRJizt
1061,27,Male,Sweater,Clothing,35,Iowa,S,Gray,Summer,2.6,No,PayPal,Next Day Air,Yes,Yes,21,Debit Card,Every 3 Months,8038690459,2LITQS3YP4rO
1062,36,Male,Coat,Outerwear,62,Idaho,M,Gray,Summer,4.4,No,Debit Card,Free Shipping,Yes,Yes,12,Venmo,Every 3 Months,7214469388,XmYZpaOarDQL
1063,59,Male,Boots,Footwear,75,Ohio,M,Brown,Fall,2.6,No,Venmo,Next Day Air,Yes,Yes,21,Debit Card,Every 3 Months,5188953540,VekjaIxhGU78
1064,62,Male,Hoodie,Clothing,29,Alabama,S,Indigo,Summer,3.3,No,Bank Transfer,Free Shipping,Yes,Yes,35,Cash,Monthly,8718217230,1S31MhMzxrxl
1065,34,Male,Hat,Accessories,28,Wyoming,M,Violet,Spring,3.5,No,Debit Card,Express,Yes,Yes,42,Credit Card,Every 3 Months,6046736196,ju0N6LL0myHJ
1066,59,Male,T-shirt,Clothing,20,Alabama,XL,Blue,Spring,4.1,No,Cash,Store Pickup,Yes,Yes,3,PayPal,Every 3 Months,1253979651,8SZwB0CEtByT
1067,49,Male,Coat,Outerwear,96,Mississippi,M,Red,Winter,4.0,No,Credit Card,Store Pickup,Yes,Yes,11,PayPal,Bi-Weekly,0062023334,B0ZQF8xT05KV
1068,18,Male,Dress,Clothing,43,Pennsylvania,S,Peach,Summer,2.7,No,Venmo,2-Day Shipping,Yes,Yes,22,PayPal,Quarterly,8296533700,kVzNXTrGMxuc
1069,55,Male,Shirt,Clothing,94,Wyoming,M,Olive,Fall,2.5,No,Bank Transfer,Standard,Yes,Yes,47,Credit Card,Weekly,7761715712,4J0i9Ibpu4L1
1070,38,Male,Skirt,Clothing,81,Maryland,XL,White,Fall,4.3,No,Credit Card,Next Day Air,Yes,Yes,33,Venmo,Every 3 Months,5442609723,iUMgHQ0Muk67
1071,50,Male,Jewelry,Accessories,75,North Carolina,M,Magenta,Summer,3.3,No,Venmo,Free Shipping,Yes,Yes,50,Debit Card,Weekly,2763144099,g8LFPDquVW0X
1072,61,Male,Hat,Accessories,81,Pennsylvania,M,Beige,Summer,2.6,No,Cash,Express,Yes,Yes,46,Credit Card,Monthly,6623228726,RhUgyARV58zP
1073,48,Male,Shorts,Clothing,92,Idaho,L,Gold,Fall,3.5,No,Bank Transfer,Express,Yes,Yes,34,Debit Card,Fortnightly,0307504757,xyHEcXgZJEnc
1074,22,Male,Scarf,Accessories,96,California,XL,Purple,Spring,4.0,No,Cash,Store Pickup,Yes,Yes,33,Credit Card,Monthly,0361430771,AioRAtsZA7ju
1075,48,Male,Jewelry,Accessories,71,Tennessee,S,White,Fall,2.6,No,PayPal,Standard,Yes,Yes,45,Bank Transfer,Fortnightly,5388052630,qVZchGinKKoA
1076,57,Male,Sunglasses,Accessories,50,Missouri,L,Indigo,Summer,4.9,No,Debit Card,Next Day Air,Yes,Yes,32,Debit Card,Bi-Weekly,7194836142,1NEAoBx1kqmS
1077,33,Male,Coat,Outerwear,72,North Dakota,L,Charcoal,Spring,2.9,No,Bank Transfer,Standard,Yes,Yes,47,Venmo,Bi-Weekly,0169800041,apP1LHP3E0dA
1078,58,Male,Jacket,Outerwear,28,West Virginia,M,Pink,Winter,3.7,No,Cash,Standard,Yes,Yes,5,PayPal,Quarterly,8830245365,sup06J4L0kjT
1079,37,Male,Sweater,Clothing,59,Arizona,M,Silver,Fall,4.4,No,Cash,Express,Yes,Yes,49,Credit Card,Fortnightly,8729903906,YmN8hB8mLhQj
1080,18,Male,Coat,Outerwear,33,Oklahoma,S,Blue,Summer,4.4,No,Bank Transfer,Free Shipping,Yes,Yes,48,Bank Transfer,Monthly,2228790340,1qgX2lb1jiUO
1081,65,Male,Scarf,Accessories,59,Pennsylvania,L,Blue,Fall,3.8,No,Bank Transfer,Express,Yes,Yes,22,Cash,Every 3 Months,8450745249,MjciifjQ6uLn
